URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,CONTENT_LENGTH_NONE,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE_FORMATTED,WHOIS_UPDATE_FORMATTED
https://learn.nyp.edu.sg/,25,7,TEXT/HTML;CHARSET=UTF-8,NGINX,-1.0,NONE,NONE,None,None
https://learn.nyp.edu.sg/,25,7,TEXT/HTML;CHARSET=UTF-8,NGINX,-1.0,NONE,NONE,None,None
