URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,CONTENT_LENGTH_NONE,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE_FORMATTED,WHOIS_UPDATE_FORMATTED,Type
175,31,ISO-8859-1,Others,-1.0,Yes,US,CA,VeryOld,Old,0
